@relation occ_all

@attribute DayOfWeek numeric
@attribute HourOfDay numeric
@attribute RealPow_Mean numeric
@attribute RealPow_LastMean numeric
@attribute RealPow_Std numeric
@attribute RealPow_Median numeric
@attribute RealPow_Max numeric
@attribute RealPow_Min numeric
@attribute RealPow_MeanDeriv numeric
@attribute RealPow_StdDeriv numeric
@attribute RealPow_MaxDeriv numeric
@attribute RealPow_Kurt numeric
@attribute RealPow_Iqr numeric
@attribute RealPow_Mcr numeric
@attribute RealPow_FreqPeak numeric
@attribute RealPow_FreqEntropy numeric
@attribute RealPow_FreqEnergy numeric
@attribute RealPow_FreqLastEnergy numeric
@attribute ReactPow_Mean numeric
@attribute ReactPow_LastMean numeric
@attribute ReactPow_Std numeric
@attribute ReactPow_Median numeric
@attribute ReactPow_Max numeric
@attribute ReactPow_Min numeric
@attribute ReactPow_MeanDeriv numeric
@attribute ReactPow_StdDeriv numeric
@attribute ReactPow_MaxDeriv numeric
@attribute ReactPow_Kurt numeric
@attribute ReactPow_Iqr numeric
@attribute ReactPow_Mcr numeric
@attribute ReactPow_FreqPeak numeric
@attribute ReactPow_FreqEntropy numeric
@attribute ReactPow_FreqEnergy numeric
@attribute ReactPow_FreqLastEnergy numeric
@attribute Power_Cluster1 numeric
@attribute Power_Cluster2 numeric
@attribute Power_Cluster4 numeric
@attribute Power_Cluster5 numeric
@attribute Power_Cluster6 numeric
@attribute Power_Cluster7 numeric
@attribute Power_Cluster8 numeric
@attribute Power_Cluster9 numeric
@attribute Power_Cluster10 numeric
@attribute Power_Cluster13 numeric
@attribute Power_Cluster14 numeric
@attribute Power_Cluster15 numeric
@attribute Power_Cluster16 numeric
@attribute Power_Cluster17 numeric
@attribute Power_Cluster18 numeric
@attribute Power_Cluster19 numeric
@attribute Water_Mean numeric
@attribute Water_LastMean numeric
@attribute Water_Std numeric
@attribute Water_Median numeric
@attribute Water_Max numeric
@attribute Water_Min numeric
@attribute Water_MeanDeriv numeric
@attribute Water_StdDeriv numeric
@attribute Water_MaxDeriv numeric
@attribute Water_Kurt numeric
@attribute Water_Iqr numeric
@attribute Water_Mcr numeric
@attribute Water_FreqPeak numeric
@attribute Water_FreqEntropy numeric
@attribute Water_FreqEnergy numeric
@attribute Water_FreqLastEnergy numeric
@attribute Water_Cluster1 numeric
@attribute Water_Cluster2 numeric
@attribute Water_Cluster3 numeric
@attribute Water_Cluster4 numeric
@attribute Water_Cluster6 numeric
@attribute Water_Cluster7 numeric
@attribute Water_Cluster8 numeric
@attribute Water_Cluster9 numeric
@attribute label_num {0,1,2,3}

@data
4,2,1290.947566,1266.343511,138.500988,1230,2032,1218,6.943609,63.718963,800,21.716992,141,0.003759,0.001946,0.401867,450070231.000001,423249518,784.506854,768.543206,84.840802,776.82,1295.8,750.58,4.332368,46.045293,542.64,34.847875,25.15,0.007519,0.001946,0.376048,166240075.8569,155201453.8622,0,0,0,0,7,0,0,0,0,0,260,0,0,0,0,0,1.722911,1.60868,5.720144,2.098472,15.75868,-16.54926,6.743625,5.298244,24.944454,3.207409,7.601756,0.552901,0.237354,3.604057,10459.689327,9133.971598,0,294,0,0,0,0,0,0,3
4,2,1316.838828,1290.947566,4.547506,1316,1328,1306,0.996324,2.633166,16,3.126598,4,0.084559,0.001946,0.401867,473405233,450070231.000001,751.928388,784.506854,1.668441,751.9,757.53,748.56,0.346985,0.934045,6.42,4.048358,1.87,0.073529,0.001946,0.401867,154353947.3647,166240075.8569,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,1.364346,1.722911,5.565025,0.732415,14.8077,-15.04411,6.492117,5.064383,26.80308,2.589594,8.096292,0.522034,0.001946,3.752912,9686.991321,10459.689327,0,296,0,0,0,0,0,0,3
4,2,1481.225092,1316.838828,448.186507,1313,2688,1302,11.303704,102.091094,1368,6.271195,8,0.007407,0.001946,0.429777,648816736.000001,473405233,758.627897,751.928388,24.48202,751.27,1032.1,742.13,2.57937,22.048858,280.83,59.541781,2.3675,0.014815,0.001946,0.4021,156126743.1202,154353947.3647,0,0,1,0,0,0,0,0,0,0,270,0,0,0,0,0,3.931531,1.364346,5.21299,4.354978,17.14283,-9.57984,6.219347,4.143717,19.240967,2.492665,7.422946,0.543624,0.001946,2.290517,12719.853184,9686.991321,0,299,0,0,0,0,0,0,3
4,3,1307.634686,1481.225092,6.29251,1306,1325,1294,1.440741,3.566965,22,3.134528,6.75,0.092593,0.001946,0.384428,463395887,648816736.000001,750.340738,758.627897,1.739453,750.2,764.61,744.68,0.472593,1.509007,15.7,18.879859,2.31,0.085185,0.001946,0.384428,152576858.402,156126743.1202,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,3.940132,3.931531,5.064488,4.295044,21.73505,-9.342015,5.643076,4.445603,30.839754,3.377418,6.254673,0.498316,0.001946,2.1932,12244.10761,12719.853184,0,298,0,0,0,0,0,0,3
4,3,1304.265918,1307.634686,6.094531,1304,1319,1293,1.308271,3.175806,16,2.582303,8.75,0.093985,0.001946,0.4021,454206138.999998,463395887,747.377978,750.340738,2.038261,747.26,771.55,743.52,0.51188,2.196396,24.05,75.493196,1.59,0.090226,0.001946,0.4021,149140320.725,152576858.402,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,-192.28401,3.940132,3362.39223,2.137476,18.44671,-58138.95,396.506034,4754.550575,58145.283014,297.001743,7.501158,0.006711,0.44358,3.908309,3380148057.533459,12244.10761,0,299,0,0,0,0,0,0,3
4,3,1311.856604,1304.265918,19.510346,1301,1344,1287,1.496212,3.889147,26,1.33847,37,0.003788,0.001946,0.384428,456156946,454206138.999998,750.391623,747.377978,3.906909,748.99,758.16,724.25,0.45822,2.312324,26.48,8.981595,7.28,0.018939,0.001946,0.366168,149222240.3224,149140320.725,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,1.961246,-192.28401,5.181407,1.899855,21.17603,-12.38746,5.993463,4.352125,22.046802,3.131253,6.966212,0.542088,0.001946,3.396544,9119.80716,3380148057.533459,0,298,0,0,0,0,0,0,3
4,3,1296.815498,1311.856604,50.145151,1325,1349,1217,1.692593,7.496588,112,1.633234,105,0.003704,0.001946,0.384428,456427873.000001,456156946,763.075129,750.391623,11.379079,757.27,781.69,739.22,0.568704,2.1625,20.43,1.674928,22.76,0.011111,0.001946,0.394936,157833830.421,149222240.3224,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,1.709149,1.961246,4.935651,1.68196,13.21894,-13.53439,5.413814,4.095514,20.816459,3.003402,6.372045,0.498316,0.001946,3.51221,8105.62941,9119.80716,0,298,0,0,0,0,0,0,3
4,3,1222.27037,1296.815498,4.988933,1223,1235,1211,1.208178,2.775386,16,3.00537,7,0.122677,0.001946,0.4021,403371806.999999,456427873.000001,779.984185,763.075129,2.684887,780.52,784.13,769.61,0.394349,1.101795,9.49,6.913664,3.02,0.048327,0.001946,0.4021,164263277.9861,157833830.421,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,3.362184,1.709149,5.336748,3.284484,18.52205,-10.48666,6.025253,4.468896,22.478257,2.79463,7.558171,0.510067,0.001946,2.500513,11867.283543,8105.62941,0,299,0,0,0,0,0,0,3
4,3,1211.958955,1222.27037,4.509893,1212,1225,1202,1.097378,2.691862,18,3.632952,4,0.11985,0.001946,0.4021,393655759,403371806.999999,769.042575,779.984185,2.111538,768.995,774.47,762.1,0.351086,0.958325,10.1,3.47483,2.995,0.041199,0.001946,0.4021,158503487.5103,164263277.9861,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,3.042194,3.362184,4.694458,2.750164,18.08482,-9.891993,5.107793,3.870155,21.764534,3.066365,6.252661,0.501684,0.001946,2.883829,9303.238709,11867.283543,0,298,0,0,0,0,0,0,3
4,3,1210.863469,1211.958955,4.346965,1211,1224,1201,0.988889,2.594652,16,4.537277,5,0.103704,0.001946,0.384428,397342684,393655759,766.572989,769.042575,1.596352,766.72,772.03,762.39,0.423963,0.975365,5.6,3.112205,2.16,0.111111,0.001946,0.384428,159249541.9858,158503487.5103,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,1.813286,3.042194,5.346832,1.562883,17.37068,-17.32958,6.258065,4.472551,24.057262,3.667428,6.865024,0.511706,0.001946,3.473477,9534.397707,9303.238709,0,300,0,0,0,0,0,0,3
4,3,1451.959108,1210.863469,750.369826,1175,4128,1163,17.518657,184.421303,2859,7.348323,42.5,0.003731,0.001946,0.877497,718000539,397342684,869.299368,766.572989,789.322368,764.92,6592.2,708.12,45.20306,504.903735,5880.85,51.749175,1.88,0.011194,0.001946,1.85203,370250280.7671,159249541.9858,0,25,1,0,0,0,0,0,0,0,238,5,0,0,0,0,2.963277,1.813286,5.081161,3.006613,15.03377,-10.32591,5.970128,4.441901,23.57834,2.703221,7.131326,0.520408,0.001946,2.939411,10180.94667,9534.397707,0,295,0,0,0,0,0,0,3
4,3,3453.241636,1451.959108,334.486515,3371,4752,3336,6.91791,82.648758,1353,13.828396,30.25,0.003731,0.001946,0.48825,3237776296.000004,718000539,694.776171,869.299368,12.901913,696.52,770.46,645.98,1.363433,6.924028,70.33,12.89395,7.4075,0.041045,0.001946,0.4021,129894657.6849,370250280.7671,0,252,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3.298264,2.963277,4.997893,3.164475,22.15247,-12.53892,5.63444,4.437064,25.35529,3.471546,6.972096,0.472973,0.001946,2.487146,10624.691471,10180.94667,0,297,0,0,0,0,0,0,3
4,3,3331.37218,3453.241636,8.756702,3329,3352,3317,1.358491,3.143622,16,2.268549,14,0.037736,0.001946,0.419236,2952099121.000005,3237776296.000004,679.542256,694.776171,9.006505,675.89,698.48,670.05,0.639245,2.079449,21.07,1.665427,20.77,0.007547,0.001946,0.4021,122854358.173,129894657.6849,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.793769,3.298264,5.392316,3.836653,18.35324,-14.11932,6.338847,4.794158,23.968253,3.148539,7.139529,0.484746,0.001946,2.46828,12837.970289,10624.691471,0,296,0,0,0,0,0,0,3
4,3,3340.4,3331.37218,5.017998,3340,3352,3325,1.363636,3.173734,21,2.968944,7,0.125,0.001946,0.366168,2956948770.000002,2952099121.000005,689.47683,679.542256,5.770509,687.79,748.89,682.21,1.567576,7.339028,61.7,81.861973,4.84,0.113636,0.001946,0.366168,125984040.2082,122854358.173,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808992,3.793769,5.909456,2.155564,21.11876,-23.0157,6.681593,5.240131,29.778289,4.123906,7.633386,0.484848,0.001946,3.76047,11346.925763,12837.970289,0,298,0,0,0,0,0,0,3
4,3,3343.144981,3340.4,14.515733,3340,3389,3327,2.048507,5.283133,54,6.988642,10,0.089552,0.001946,0.4021,3006566809.999995,2956948770.000002,688.668662,689.47683,2.937312,687.79,693.46,681.5,0.637463,1.54022,6.6,2.473588,4.7075,0.093284,0.001946,0.419236,127579469.6429,125984040.2082,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.945597,1.808992,5.321294,2.965772,17.12294,-13.28681,5.784923,4.787827,24.596512,3.060908,6.366814,0.451178,0.001946,2.580322,10995.514089,11346.925763,0,298,0,0,0,0,0,0,3
4,4,3526.642857,3343.144981,397.557814,3382.5,4936,3366,23.10566,167.988129,1558,10.477152,131,0.030189,0.001946,0.394936,3350181655,3006566809.999995,687.569662,688.668662,75.015067,681.8,1520.9,634.36,8.712151,74.609343,843.05,115.531939,5.04,0.022642,0.001946,0.356431,127243266.5287,127579469.6429,0,247,0,0,2,0,17,0,0,0,0,0,0,0,0,0,1297.715003,2.945597,22361.884992,2.411825,386028.3,-14.70828,2605.570957,31623.673258,386030.949016,296.003329,7.037812,0.006734,0.001946,3.849789,149017859563.194464,10995.514089,0,297,0,0,0,1,0,0,3
4,4,3505.957692,3526.642857,5.217484,3506,3517,3494,1.525097,3.440855,16,2.550013,7,0.138996,0.001946,0.291996,3195859278.999995,3350181655,679.5515,687.569662,7.080696,678.33,737.78,634.86,2.585521,8.851937,59.35,34.308558,4.86,0.108108,0.001946,0.291996,120078447.9911,127243266.5287,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.120494,1297.715003,5.926407,2.253476,24.71021,-12.33427,6.346823,4.715757,26.289477,3.045203,8.845512,0.436242,0.001946,2.777739,13377.953816,149017859563.194464,0,299,0,0,0,0,0,0,3
4,4,3504.821561,3505.957692,5.260184,3505,3517,3491,1.518657,3.945749,24,2.753265,7.25,0.11194,0.001946,0.419236,3304342668.999999,3195859278.999995,679.605651,679.5515,5.449435,678.43,747.61,645.72,1.254739,6.672268,70.14,96.630668,4.95,0.067164,0.001946,0.419236,124249331.6512,120078447.9911,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.318303,3.120494,5.399094,3.518175,19.96422,-15.13822,5.79383,4.592632,23.63889,3.50355,6.95744,0.478114,0.001946,2.573004,11938.932914,13377.953816,0,298,0,0,0,0,0,0,3
4,4,3507.321168,3504.821561,8.625658,3508,3531,3488,1.619048,3.979904,25,3.232554,10,0.058608,0.001946,0.406177,3370576997.999999,3304342668.999999,683.271861,679.605651,4.629985,683.19,690.15,651.03,0.880256,2.986052,31.49,10.000464,9.4,0.025641,0.001946,0.406177,127925611.8263,124249331.6512,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.792688,3.318303,5.841175,1.462437,19.20955,-12.96268,6.345658,4.727801,24.03022,3.012991,8.300778,0.481481,0.001946,3.493181,11091.130876,11938.932914,0,298,0,0,0,0,0,0,3
4,4,3478.310345,3507.321168,24.607993,3466,3518,3443,1.965385,4.696457,43,1.469598,48,0.003846,0.001946,0.291996,3157903228.999995,3370576997.999999,685.001571,683.271861,6.025821,684.4,690.22,602.81,1.398231,7.268261,82.17,133.82912,5.1375,0.1,0.001946,0.291996,122477727.4353,127925611.8263,0,260,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.380499,1.792688,5.551972,2.133942,22.29204,-14.58243,6.147025,5.080068,27.980328,3.583674,6.836559,0.515152,0.001946,3.254485,10843.544103,11091.130876,0,298,0,0,0,0,0,0,3
4,4,3573.413534,3478.310345,385.522466,3454,4813,3438,11.558491,110.831659,1355,9.226122,11,0.007547,0.001946,0.384428,3436015926.000001,3157903228.999995,676.297105,685.001571,16.803125,678.44,785.64,628.97,1.864755,11.690323,148.68,18.140187,4.57,0.022642,0.001946,0.384428,121737309.4697,122477727.4353,0,244,0,0,0,0,22,0,0,0,0,0,0,0,0,0,2.812022,2.380499,5.23095,2.884405,20.42983,-12.92141,5.665061,4.505502,29.636325,3.108479,7.052996,0.481605,0.001946,2.713856,10553.727105,10843.544103,0,300,0,0,0,0,0,0,3
4,4,3346.726592,3573.413534,35.816735,3334,3454,3321,2.139098,7.771708,108,7.317794,9,0.018797,0.001946,0.419236,2990895796.000003,3436015926.000001,680.460787,676.297105,6.248163,681.5,752.55,625.33,1.767068,8.062349,74.65,89.965093,3.85,0.105263,0.001946,0.4021,123638562.0081,121737309.4697,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.083312,2.812022,5.256286,2.805234,21.61289,-10.70661,6.292947,4.613792,26.273222,3.138027,6.992925,0.56229,0.001946,2.85997,11038.70924,10553.727105,0,298,0,0,0,0,0,0,3
4,4,3333.233577,3346.726592,4.943287,3333,3346,3321,1.318681,3.446692,21,2.779799,8,0.098901,0.001946,0.406177,3044268896.000003,2990895796.000003,679.46146,680.460787,4.85843,680.59,747.89,672.94,0.951465,6.15073,71.7,144.795222,4.71,0.084249,0.001946,0.406177,126503441.8512,123638562.0081,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.192939,3.083312,5.54975,1.422188,17.8969,-13.43054,6.105697,4.56376,23.230172,3.035161,7.406962,0.477966,0.227626,3.705222,9507.159395,11038.70924,0,296,0,0,0,0,0,0,3
4,4,3340.057252,3333.233577,14.681568,3337,3382,3321,1.931034,5.131636,51,4.772776,11,0.088123,0.001946,0.267977,2922923658.999993,3044268896.000003,681.229351,679.46146,3.466313,681.7,686.67,665.17,0.637663,1.770834,14.71,9.716301,1.52,0.08046,0.001946,0.267977,121590374.3617,126503441.8512,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.375626,1.192939,5.298958,4.22614,19.03754,-10.26928,5.927517,4.258592,21.524896,2.818285,7.495629,0.483108,0.001946,2.19147,13997.762141,9507.159395,0,297,0,0,0,0,0,0,3
4,4,3375.811538,3340.057252,5.253337,3376,3389,3361,1.818533,3.883213,19,3.38248,6,0.158301,0.001946,0.291996,2962994068.999999,2922923658.999993,678.997962,681.229351,4.533774,680.5,738.76,670.22,1.176602,5.51707,63.33,117.219527,4.88,0.123552,0.001946,0.291996,119875264.0331,121590374.3617,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.215787,4.375626,5.347624,3.45543,16.54838,-13.50553,6.338303,4.604974,21.245766,3.142398,6.575596,0.569492,0.001946,2.49614,11497.161117,13997.762141,0,296,0,0,0,0,0,0,3
4,4,3372.139194,3375.811538,5.408568,3372,3384,3357,1.363971,3.196497,16,2.92312,8,0.088235,0.001946,0.401867,3104379066.000003,2962994068.999999,675.071612,678.997962,1.911613,675.43,680.4,669.83,0.41875,1.224601,6.3,5.61919,0.99,0.080882,0.001946,0.401867,124413012.8601,119875264.0331,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.863705,3.215787,5.483951,3.889498,18.51983,-9.279368,6.506901,4.710705,21.087392,2.694144,7.423849,0.565657,0.001946,2.573446,13380.503452,11497.161117,0,298,0,0,0,0,0,0,3
4,4,3370.061538,3372.139194,5.047655,3370,3383,3359,1.123552,2.650176,14,3.050047,6,0.084942,0.001946,0.291996,2952908439.999997,3104379066.000003,673.448154,675.071612,2.952827,675.03,680.8,665.17,0.5239,1.430211,6.49,2.513916,5.31,0.073359,0.001946,0.291996,117920686.409,124413012.8601,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.515552,3.863705,5.281801,3.316289,21.71635,-10.14504,5.962025,4.731497,26.928048,3.096247,7.067242,0.527211,0.001946,2.611877,11847.778829,13380.503452,0,295,0,0,0,0,0,0,3
4,5,3483.141791,3370.061538,380.841895,3353,4684,3337,12.217228,94.79363,1096,8.319113,23,0.007491,0.001946,0.376048,3290175992.000003,2952908439.999997,665.615597,673.448154,31.111514,658.43,836.86,619.91,5.27,25.090421,216.42,18.95105,12.86,0.037453,0.001946,0.419236,118994261.2904,117920686.409,0,248,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3.765199,3.515552,5.352626,3.552801,20.40928,-9.394836,6.130149,4.391359,22.46353,3.054681,6.928135,0.510274,0.001946,2.647258,12519.756891,11847.778829,0,293,0,0,0,0,0,0,3
4,5,3319.711111,3483.141791,10.399361,3317,3361,3304,1.977695,4.776289,41,9.274236,9,0.092937,0.001946,0.419236,2975559193.999997,3290175992.000003,668.855815,665.615597,17.127003,670.05,767.85,418.8,3.448587,23.636072,251.45,174.338622,1.4,0.033457,0.001946,0.4021,120868294.1825,118994261.2904,0,269,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.926811,3.765199,6.343246,4.756172,25.38128,-12.70941,7.044008,5.244458,27.155278,3.027124,8.505595,0.494983,0.001946,2.438337,19312.834941,12519.756891,0,300,0,0,0,0,0,0,3
4,5,3311.322097,3319.711111,4.944922,3311,3332,3301,1.255639,2.99094,15,5.279634,6,0.112782,0.001946,0.4021,2927622531,2975559193.999997,662.489888,668.855815,5.308369,663.99,679.67,601.23,1.34406,6.311553,69.12,71.028173,5.2,0.090226,0.001946,0.4021,117191886.8344,120868294.1825,0,266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.019162,4.926811,6.011648,2.841633,20.79839,-13.57622,7.125052,5.020252,29.084833,2.769882,8.810626,0.550676,0.001946,2.933256,13404.667412,19312.834941,0,297,0,0,0,0,0,0,3
4,5,3425.201465,3311.322097,71.644905,3468,3486,3299,2.213235,10.728386,167,1.913886,153,0.003676,0.001946,0.394936,3204233560.000003,2927622531,676.909084,662.489888,11.77643,679.32,727,658.99,1.021103,5.361496,61.82,5.647958,20.15,0.025735,0.001946,0.401867,125127935.1052,117191886.8344,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07792,3.019162,5.825701,4.18265,19.80934,-11.52163,6.42226,4.997656,23.003847,2.949542,8.069581,0.489796,0.001946,2.67445,14883.688826,13404.667412,0,295,0,0,0,0,0,0,3
4,5,3471.876364,3425.201465,6.187401,3472,3485,3456,1.751825,3.953542,20,2.450134,9,0.135036,0.001946,0.385776,3314839998.000002,3204233560.000003,693.670691,676.909084,4.930337,691.31,701.6,664.03,0.764526,3.003992,31.2,6.345851,6.5,0.043796,0.001946,0.382273,132330892.9954,125127935.1052,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.414532,4.07792,6.040541,3.077664,24.58208,-15.8612,6.933446,4.818016,24.186388,3.321037,7.614936,0.518395,0.001946,2.788574,14407.661126,14883.688826,0,300,0,0,0,0,0,0,3
4,5,3463.805147,3471.876364,5.841913,3464,3478,3448,1.402214,3.192096,15,3.219109,7,0.103321,0.001946,0.384428,3263450586.999996,3314839998.000002,690.246581,693.670691,3.64788,689.83,695.23,653.22,1.04321,3.886843,41.91,41.602853,1.67,0.118081,0.001946,0.384428,129595379.3433,132330892.9954,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344.616388,3.414532,57459.834562,4.655185,988581.2,-14.04394,6708.648467,81258.633524,988572.046832,294.003384,7.259191,0.00678,0.001946,3.05034,977292805224.53184,14407.661126,0,295,0,1,0,0,0,0,3
4,5,3604.799257,3463.805147,365.235444,3500,4868,3452,11.873134,117.182141,1375,10.881681,10,0.007463,0.001946,0.349174,3531291772.999996,3263450586.999996,682.489703,690.246581,13.579346,687.52,718.05,632.61,1.674142,6.15311,54,9.375921,5.01,0.033582,0.001946,0.419236,125347519.0613,129595379.3433,0,248,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4.029929,3344.616388,5.455872,4.33862,22.52391,-13.52787,6.131176,4.735309,22.681006,3.035103,8.136055,0.47973,0.001946,2.224985,13634.272767,977292805224.53184,0,297,0,0,0,0,0,0,3
4,5,3493.037313,3604.799257,6.135678,3493,3511,3474,1.861423,4.379495,26,3.280894,9,0.11236,0.001946,0.419236,3269961044.000001,3531291772.999996,688.559851,682.489703,5.923826,687.52,760.22,681.45,1.694419,8.203347,77.41,97.020684,1.22,0.101124,0.001946,0.4021,127072100.5292,125347519.0613,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.925162,4.029929,5.327215,3.707336,18.57756,-13.13374,6.632892,4.600442,22.679376,2.791843,7.611704,0.555184,0.001946,2.252924,13107.45578,13634.272767,0,300,0,0,0,0,0,0,3
4,5,3455.655556,3493.037313,53.524582,3487,3514,3365,1.921933,8.528565,128,1.720089,112,0.003717,0.001946,0.4021,3224990589.000008,3269961044.000001,689.725778,688.559851,2.900234,690.43,696.01,683,0.652639,1.557382,6.53,2.386143,4.67,0.089219,0.001946,0.4021,128447107.7584,127072100.5292,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.208197,3.925162,5.760913,3.272862,22.95143,-13.24834,6.231939,4.919888,25.35477,3.285483,7.492275,0.476351,0.001946,2.864218,12880.56284,13107.45578,0,297,0,0,0,0,0,0,3
4,5,3366.427481,3455.655556,5.63178,3366,3381,3351,1.681992,3.817271,22,3.099524,7,0.114943,0.001946,0.267977,2969210782.000011,3224990589.000008,692.519847,689.725778,5.011555,694.07,700.02,623.44,1.112337,6.234667,71.65,138.993132,4.66,0.099617,0.001946,0.267977,125657494.7956,128447107.7584,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771.003617,3.208197,13244.13662,2.641841,228247.8,-13.28702,1548.194367,18729.622912,228252.137266,295.003283,7.30427,0.006757,0.001946,3.310523,52097068455.28812,12880.56284,0,296,0,0,0,1,0,0,3
4,5,3334.406593,3366.427481,23.521413,3341,3371,3298,1.827206,4.164017,20,1.307682,46,0.003676,0.001946,0.401867,3035437467.000004,2969210782.000011,701.325934,692.519847,8.259337,703.5,754.55,683.82,1.025257,4.61531,51.71,7.994987,13.19,0.025735,0.001946,0.401867,134295806.8914,125657494.7956,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.224857,771.003617,5.3081,4.731152,21.68454,-11.03932,5.451423,4.111896,21.17226,3.109622,7.609389,0.444444,0.001946,2.091878,16503.392017,52097068455.28812,0,298,0,0,0,0,0,0,3
4,5,3302.680147,3334.406593,9.06784,3300,3322,3285,1.841328,4.446462,27,2.21317,16,0.055351,0.001946,0.384428,2966915636.999995,3035437467.000004,701.039081,701.325934,11.280345,702.03,716.17,589.37,1.540221,8.704314,103.1,36.270961,16.14,0.0369,0.001946,0.394936,133710459.3903,134295806.8914,0,271,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.401731,5.224857,5.132785,4.769984,18.68664,-12.77104,5.718237,4.407571,20.145194,3.490562,6.859786,0.488215,0.001946,2.307493,13598.430761,16503.392017,0,298,0,0,0,0,0,0,3
4,6,3289.476364,3302.680147,5.830513,3290,3302,3276,1.59854,3.600895,17,2.245551,9.75,0.127737,0.001946,0.385776,2975689369.999996,2966915636.999995,711.742436,701.039081,2.879355,711.24,720.86,705.74,0.603723,1.596593,9.73,3.774425,1.39,0.072993,0.001946,0.385776,139311027.9711,133710459.3903,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.639984,4.401731,5.462543,4.413978,19.78478,-12.61132,6.504261,4.809744,24.435877,3.051655,7.212823,0.555556,0.001946,2.366552,15278.072317,13598.430761,0,298,0,0,0,0,0,0,3
4,6,3356.021739,3289.476364,319.825247,3276,4645,3263,11.254545,114.335117,1349,15.2911,13,0.007273,0.001946,0.412627,3136684659.999996,2975689369.999996,703.365217,711.742436,10.867181,704.36,716.06,662.38,1.235418,5.470281,46.88,9.252445,8.76,0.065455,0.001946,0.38691,136575921.9098,139311027.9711,0,260,0,0,0,0,16,0,0,0,0,0,0,0,0,0,559.17747,4.639984,9530.350727,3.172164,163414.8,-9.614965,1122.361857,13477.746054,163421.577688,292.003194,8.590123,0.006826,0.433852,3.883665,26704410154.396292,15278.072317,0,293,0,0,0,1,0,0,3
4,6,3271.755474,3356.021739,6.454864,3271,3285,3256,1.761905,3.957274,20,2.490687,10,0.106227,0.001946,0.406177,2933012559.000002,3136684659.999996,710.952226,703.365217,4.89272,712.775,723.23,699.6,0.683407,1.681571,9.32,3.010798,5.24,0.062271,0.001946,0.406177,138500675.9131,136575921.9098,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.906793,559.17747,5.736837,3.841664,23.56342,-10.79532,6.464619,4.894491,27.700704,2.962876,7.52567,0.464646,0.001946,2.617439,14323.0401,26704410154.396292,0,298,0,0,0,0,0,0,3
4,6,3315.286245,3271.755474,31.907104,3310,3374,3266,3.208955,7.502384,71,1.462126,59,0.018657,0.001946,0.4021,2956884897.999996,2933012559.000002,719.795242,710.952226,4.149269,719.77,741.31,711.02,1.097575,2.779612,22.95,4.744725,5.07,0.085821,0.001946,0.419236,139374910.0816,138500675.9131,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.145923,3.906793,5.852839,4.727106,20.0509,-10.99055,6.781174,5.055621,24.425376,2.909817,7.446069,0.508418,0.001946,2.405571,15296.177623,14323.0401,0,298,0,0,0,0,0,0,3
