2013,7,29,0,0,0,1603,1805
2013,7,29,0,0,1,1603,1805
2013,7,29,0,0,3,1603,1805
2013,7,29,0,0,4,1603,1805
2013,7,29,0,0,6,1622,1829
2013,7,29,0,0,7,1622,1829
2013,7,29,0,0,8,1622,1829
2013,7,29,0,0,9,1622,1829
2013,7,29,0,0,10,1622,1829
2013,7,29,0,0,11,1627,1838
2013,7,29,0,0,12,1627,1838
2013,7,29,0,0,13,1627,1838
2013,7,29,0,0,14,1627,1838
2013,7,29,0,0,15,1635,1841
2013,7,29,0,0,16,1635,1841
2013,7,29,0,0,18,1635,1841
2013,7,29,0,0,19,1635,1841
2013,7,29,0,0,20,1635,1841
2013,7,29,0,0,21,1587,1795
2013,7,29,0,0,22,1587,1795
2013,7,29,0,0,23,1601,1813
2013,7,29,0,0,24,1601,1813
2013,7,29,0,0,25,1601,1813
2013,7,29,0,0,26,1601,1813
2013,7,29,0,0,27,1601,1813
2013,7,29,0,0,28,1605,1815
2013,7,29,0,0,29,1605,1815
2013,7,29,0,0,30,1605,1815
2013,7,29,0,0,31,1605,1815
2013,7,29,0,0,33,1590,1800
2013,7,29,0,0,34,1590,1800
2013,7,29,0,0,35,1590,1800
2013,7,29,0,0,36,1590,1800
2013,7,29,0,0,37,1590,1800
2013,7,29,0,0,38,1580,1791
2013,7,29,0,0,39,1580,1791
2013,7,29,0,0,40,1580,1791
2013,7,29,0,0,41,1580,1791
2013,7,29,0,0,42,1583,1796
2013,7,29,0,0,43,1583,1796
2013,7,29,0,0,44,1583,1796
2013,7,29,0,0,45,1583,1796
2013,7,29,0,0,46,1602,1814
2013,7,29,0,0,48,1602,1814
2013,7,29,0,0,49,1602,1814
2013,7,29,0,0,50,1602,1814
2013,7,29,0,0,51,1583,1792
2013,7,29,0,0,52,1583,1792
2013,7,29,0,0,53,1599,1809
2013,7,29,0,0,54,1599,1809
2013,7,29,0,0,55,1599,1809
2013,7,29,0,0,56,1599,1809
2013,7,29,0,0,57,1600,1809
2013,7,29,0,0,58,1600,1809
2013,7,29,0,0,59,1600,1809
2013,7,29,0,1,0,1600,1809
2013,7,29,0,1,1,1600,1809
2013,7,29,0,1,3,1600,1809
2013,7,29,0,1,4,1600,1809
2013,7,29,0,1,5,1581,1788
2013,7,29,0,1,6,1581,1788
2013,7,29,0,1,7,1595,1805
2013,7,29,0,1,8,1595,1805
2013,7,29,0,1,9,1595,1805
2013,7,29,0,1,10,1595,1805
2013,7,29,0,1,12,1595,1805
2013,7,29,0,1,13,1550,1756
2013,7,29,0,1,14,1550,1756
2013,7,29,0,1,15,1561,1766
2013,7,29,0,1,16,1561,1766
2013,7,29,0,1,17,1564,1768
2013,7,29,0,1,18,1564,1768
2013,7,29,0,1,19,1564,1768
2013,7,29,0,1,20,1564,1768
2013,7,29,0,1,21,1562,1765
2013,7,29,0,1,22,1562,1765
2013,7,29,0,1,23,1562,1765
2013,7,29,0,1,24,1562,1765
2013,7,29,0,1,25,1562,1765
2013,7,29,0,1,26,1563,1768
2013,7,29,0,1,27,1563,1768
2013,7,29,0,1,28,1563,1768
2013,7,29,0,1,29,1579,1781
2013,7,29,0,1,30,1579,1781
2013,7,29,0,1,31,1579,1781
2013,7,29,0,1,33,1579,1781
2013,7,29,0,1,34,1579,1781
2013,7,29,0,1,35,1558,1764
2013,7,29,0,1,36,1558,1764
2013,7,29,0,1,37,1574,1779
2013,7,29,0,1,38,1574,1779
2013,7,29,0,1,39,1574,1779
2013,7,29,0,1,40,1574,1779
2013,7,29,0,1,41,1574,1779
2013,7,29,0,1,42,1568,1776
2013,7,29,0,1,43,1568,1776
2013,7,29,0,1,44,1568,1776
2013,7,29,0,1,45,1568,1776
2013,7,29,0,1,46,1568,1776
2013,7,29,0,1,47,1580,1794
2013,7,29,0,1,49,1580,1794
2013,7,29,0,1,50,1580,1794
2013,7,29,0,1,51,1580,1794
2013,7,29,0,1,52,1580,1794
2013,7,29,0,1,53,1552,1758
2013,7,29,0,1,54,1552,1758
2013,7,29,0,1,55,1567,1777
2013,7,29,0,1,56,1567,1777
2013,7,29,0,1,57,1567,1777
2013,7,29,0,1,58,1567,1777
2013,7,29,0,1,59,1556,1760
2013,7,29,0,2,0,1556,1760
2013,7,29,0,2,1,1556,1760
2013,7,29,0,2,3,1556,1760
2013,7,29,0,2,4,1556,1760
2013,7,29,0,2,5,1550,1756
2013,7,29,0,2,6,1550,1756
2013,7,29,0,2,7,1563,1767
2013,7,29,0,2,8,1563,1767
2013,7,29,0,2,9,1563,1767
2013,7,29,0,2,10,1563,1767
2013,7,29,0,2,12,1554,1764
2013,7,29,0,2,13,1554,1764
2013,7,29,0,2,14,1587,1799
2013,7,29,0,2,15,1587,1799
2013,7,29,0,2,16,1587,1799
2013,7,29,0,2,17,1587,1799
2013,7,29,0,2,18,1587,1799
2013,7,29,0,2,19,1578,1792
2013,7,29,0,2,20,1578,1792
2013,7,29,0,2,21,1578,1792
2013,7,29,0,2,22,1578,1792
2013,7,29,0,2,23,1578,1792
2013,7,29,0,2,24,1572,1787
2013,7,29,0,2,25,1572,1787
2013,7,29,0,2,26,1572,1787
2013,7,29,0,2,28,1572,1787
2013,7,29,0,2,29,1572,1769
2013,7,29,0,2,30,1560,1769
2013,7,29,0,2,31,1560,1769
2013,7,29,0,2,32,1560,1769
2013,7,29,0,2,33,1560,1769
2013,7,29,0,2,34,1560,1769
2013,7,29,0,2,35,1565,1775
2013,7,29,0,2,36,1565,1775
2013,7,29,0,2,37,1565,1775
2013,7,29,0,2,38,1565,1775
2013,7,29,0,2,39,1563,1770
2013,7,29,0,2,41,1563,1770
2013,7,29,0,2,42,1563,1787
2013,7,29,0,2,43,1576,1787
2013,7,29,0,2,44,1576,1787
2013,7,29,0,2,45,1576,1787
2013,7,29,0,2,46,1576,1787
2013,7,29,0,2,47,1560,1770
2013,7,29,0,2,48,1560,1770
2013,7,29,0,2,49,1560,1770
2013,7,29,0,2,50,1560,1770
2013,7,29,0,2,51,1560,1770
2013,7,29,0,2,52,1560,1770
2013,7,29,0,2,53,1556,1766
2013,7,29,0,2,54,1556,1766
2013,7,29,0,2,55,1556,1766
2013,7,29,0,2,56,1556,1766
2013,7,29,0,2,57,1559,1769
2013,7,29,0,2,58,1559,1769
2013,7,29,0,2,59,1559,1769
2013,7,29,0,3,1,1559,1769
2013,7,29,0,3,2,1559,1769
2013,7,29,0,3,3,1559,1769
2013,7,29,0,3,4,1562,1770
2013,7,29,0,3,6,1562,1770
2013,7,29,0,3,7,1562,1770
2013,7,29,0,3,8,1580,1787
2013,7,29,0,3,9,1580,1787
2013,7,29,0,3,10,1580,1787
2013,7,29,0,3,11,1580,1787
2013,7,29,0,3,12,1568,1778
2013,7,29,0,3,13,1568,1778
2013,7,29,0,3,14,1568,1778
2013,7,29,0,3,15,1579,1784
2013,7,29,0,3,16,1579,1784
2013,7,29,0,3,17,1579,1784
2013,7,29,0,3,18,1602,1812
2013,7,29,0,3,19,1602,1812
2013,7,29,0,3,20,1602,1812
2013,7,29,0,3,21,1602,1812
2013,7,29,0,3,22,1602,1812
2013,7,29,0,3,23,1566,1775
2013,7,29,0,3,24,1566,1775
2013,7,29,0,3,25,1566,1775
2013,7,29,0,3,26,1566,1775
2013,7,29,0,3,28,1566,1775
2013,7,29,0,3,29,1566,1775
2013,7,29,0,3,30,1560,1767
2013,7,29,0,3,31,1560,1767
2013,7,29,0,3,32,1560,1767
2013,7,29,0,3,33,1565,1771
2013,7,29,0,3,35,1565,1771
2013,7,29,0,3,36,1565,1771
2013,7,29,0,3,37,1565,1771
2013,7,29,0,3,38,1565,1771
2013,7,29,0,3,39,1567,1777
2013,7,29,0,3,40,1567,1777
2013,7,29,0,3,41,1567,1777
2013,7,29,0,3,42,1567,1777
2013,7,29,0,3,43,1567,1777
2013,7,29,0,3,44,1586,1797
2013,7,29,0,3,45,1586,1797
2013,7,29,0,3,46,1586,1797
2013,7,29,0,3,47,1586,1797
2013,7,29,0,3,48,1582,1791
2013,7,29,0,3,50,1582,1791
2013,7,29,0,3,51,1582,1791
2013,7,29,0,3,52,1582,1791
2013,7,29,0,3,53,1570,1778
2013,7,29,0,3,54,1570,1778
2013,7,29,0,3,55,1570,1778
2013,7,29,0,3,56,1557,1765
2013,7,29,0,3,57,1557,1765
2013,7,29,0,3,59,1557,1765
2013,7,29,0,4,0,1532,1743
2013,7,29,0,4,1,1532,1743
2013,7,29,0,4,3,1532,1743
2013,7,29,0,4,4,1532,1743
2013,7,29,0,4,5,1555,1764
2013,7,29,0,4,6,1555,1764
2013,7,29,0,4,7,1555,1764
2013,7,29,0,4,8,1555,1764
2013,7,29,0,4,9,1555,1764
2013,7,29,0,4,10,1552,1761
2013,7,29,0,4,11,1552,1761
2013,7,29,0,4,12,1570,1782
2013,7,29,0,4,14,1570,1782
2013,7,29,0,4,15,1570,1782
2013,7,29,0,4,16,1570,1782
