2013,07,29,00,00,00,1805.0
2013,07,29,00,00,01,1805.0
2013,07,29,00,00,03,1805.0
2013,07,29,00,00,04,1805.0
2013,07,29,00,00,06,1829.0
2013,07,29,00,00,07,1829.0
2013,07,29,00,00,08,1829.0
2013,07,29,00,00,09,1829.0
2013,07,29,00,00,10,1829.0
2013,07,29,00,00,11,1838.0
2013,07,29,00,00,12,1838.0
2013,07,29,00,00,13,1838.0
2013,07,29,00,00,14,1838.0
2013,07,29,00,00,15,1841.0
2013,07,29,00,00,16,1841.0
2013,07,29,00,00,18,1841.0
2013,07,29,00,00,19,1841.0
2013,07,29,00,00,20,1841.0
2013,07,29,00,00,21,1795.0
2013,07,29,00,00,22,1795.0
2013,07,29,00,00,23,1813.0
2013,07,29,00,00,24,1813.0
2013,07,29,00,00,25,1813.0
2013,07,29,00,00,26,1813.0
2013,07,29,00,00,27,1813.0
2013,07,29,00,00,28,1815.0
2013,07,29,00,00,29,1815.0
2013,07,29,00,00,30,1815.0
2013,07,29,00,00,31,1815.0
2013,07,29,00,00,33,1800.0
2013,07,29,00,00,34,1800.0
2013,07,29,00,00,35,1800.0
2013,07,29,00,00,36,1800.0
2013,07,29,00,00,37,1800.0
2013,07,29,00,00,38,1791.0
2013,07,29,00,00,39,1791.0
2013,07,29,00,00,40,1791.0
2013,07,29,00,00,41,1791.0
2013,07,29,00,00,42,1796.0
2013,07,29,00,00,43,1796.0
2013,07,29,00,00,44,1796.0
2013,07,29,00,00,45,1796.0
2013,07,29,00,00,46,1814.0
2013,07,29,00,00,48,1814.0
2013,07,29,00,00,49,1814.0
2013,07,29,00,00,50,1814.0
2013,07,29,00,00,51,1792.0
2013,07,29,00,00,52,1792.0
2013,07,29,00,00,53,1809.0
2013,07,29,00,00,54,1809.0
2013,07,29,00,00,55,1809.0
2013,07,29,00,00,56,1809.0
2013,07,29,00,00,57,1809.0
2013,07,29,00,00,58,1809.0
2013,07,29,00,00,59,1809.0
2013,07,29,00,01,00,1809.0
2013,07,29,00,01,01,1809.0
2013,07,29,00,01,03,1809.0
2013,07,29,00,01,04,1809.0
2013,07,29,00,01,05,1788.0
2013,07,29,00,01,06,1788.0
2013,07,29,00,01,07,1805.0
2013,07,29,00,01,08,1805.0
2013,07,29,00,01,09,1805.0
2013,07,29,00,01,10,1805.0
2013,07,29,00,01,12,1805.0
2013,07,29,00,01,13,1756.0
2013,07,29,00,01,14,1756.0
2013,07,29,00,01,15,1766.0
2013,07,29,00,01,16,1766.0
2013,07,29,00,01,17,1768.0
2013,07,29,00,01,18,1768.0
2013,07,29,00,01,19,1768.0
2013,07,29,00,01,20,1768.0
2013,07,29,00,01,21,1765.0
2013,07,29,00,01,22,1765.0
2013,07,29,00,01,23,1765.0
2013,07,29,00,01,24,1765.0
2013,07,29,00,01,25,1765.0
2013,07,29,00,01,26,1768.0
2013,07,29,00,01,27,1768.0
2013,07,29,00,01,28,1768.0
2013,07,29,00,01,29,1781.0
2013,07,29,00,01,30,1781.0
2013,07,29,00,01,31,1781.0
2013,07,29,00,01,33,1781.0
2013,07,29,00,01,34,1781.0
