@relation occ_all

@attribute DayOfWeek numeric
@attribute HourOfDay numeric
@attribute RealPow_Mean numeric
@attribute RealPow_LastMean numeric
@attribute RealPow_Std numeric
@attribute RealPow_Median numeric
@attribute RealPow_Max numeric
@attribute RealPow_Min numeric
@attribute RealPow_MeanDeriv numeric
@attribute RealPow_StdDeriv numeric
@attribute RealPow_MaxDeriv numeric
@attribute RealPow_Kurt numeric
@attribute RealPow_Iqr numeric
@attribute RealPow_Mcr numeric
@attribute RealPow_FreqPeak numeric
@attribute RealPow_FreqEntropy numeric
@attribute RealPow_FreqEnergy numeric
@attribute RealPow_FreqLastEnergy numeric
@attribute ReactPow_Mean numeric
@attribute ReactPow_LastMean numeric
@attribute ReactPow_Std numeric
@attribute ReactPow_Median numeric
@attribute ReactPow_Max numeric
@attribute ReactPow_Min numeric
@attribute ReactPow_MeanDeriv numeric
@attribute ReactPow_StdDeriv numeric
@attribute ReactPow_MaxDeriv numeric
@attribute ReactPow_Kurt numeric
@attribute ReactPow_Iqr numeric
@attribute ReactPow_Mcr numeric
@attribute ReactPow_FreqPeak numeric
@attribute ReactPow_FreqEntropy numeric
@attribute ReactPow_FreqEnergy numeric
@attribute ReactPow_FreqLastEnergy numeric
@attribute Power_Cluster1 numeric
@attribute Power_Cluster2 numeric
@attribute Power_Cluster4 numeric
@attribute Power_Cluster5 numeric
@attribute Power_Cluster6 numeric
@attribute Power_Cluster7 numeric
@attribute Power_Cluster8 numeric
@attribute Power_Cluster9 numeric
@attribute Power_Cluster10 numeric
@attribute Power_Cluster12 numeric
@attribute Power_Cluster13 numeric
@attribute Power_Cluster14 numeric
@attribute Power_Cluster15 numeric
@attribute Power_Cluster16 numeric
@attribute Power_Cluster17 numeric
@attribute Power_Cluster18 numeric
@attribute Power_Cluster19 numeric
@attribute Water_Mean numeric
@attribute Water_LastMean numeric
@attribute Water_Std numeric
@attribute Water_Median numeric
@attribute Water_Max numeric
@attribute Water_Min numeric
@attribute Water_MeanDeriv numeric
@attribute Water_StdDeriv numeric
@attribute Water_MaxDeriv numeric
@attribute Water_Kurt numeric
@attribute Water_Iqr numeric
@attribute Water_Mcr numeric
@attribute Water_FreqPeak numeric
@attribute Water_FreqEntropy numeric
@attribute Water_FreqEnergy numeric
@attribute Water_FreqLastEnergy numeric
@attribute Water_Cluster1 numeric
@attribute Water_Cluster2 numeric
@attribute Water_Cluster3 numeric
@attribute Water_Cluster4 numeric
@attribute Water_Cluster6 numeric
@attribute Water_Cluster7 numeric
@attribute Water_Cluster8 numeric
@attribute Water_Cluster9 numeric
@attribute label_num {0,1,2,3}

@data
3,7,1704.481481,1706.37037,5.745353,1703,1714,1696,2.056604,4.356318,18,1.916062,8,0.169811,0.015152,2.738094,156885634,157233622,728.615741,725.757778,2.749635,728.005,745.22,725.05,1.081509,3.578739,20.17,25.877936,2.25,0.09434,0.015152,2.738094,28667969.1795,28445750.8418,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,2.992348,0.948798,5.725239,3.535126,18.35118,-11.0409,6.477743,5.681812,26.135855,3.569137,6.573805,0.457627,0.318182,3.952795,2471.171884,1989.604427,0,60,0,0,0,0,0,0,3
3,7,1706.157895,1704.481481,9.913536,1705,1724,1693,2.178571,4.435834,19,2.047423,17,0.125,0.015152,3.049869,165931065,156885634,729.685439,728.615741,1.748539,729.53,733.29,726.15,0.486429,1.082039,5.22,3.349157,1.85,0.160714,0.015152,3.061982,30349299.0539,28667969.1795,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,-55.838082,2.992348,451.051849,3.773156,14.89441,-3431.475,126.670821,637.319865,3439.497765,56.001259,8.101798,0.035088,0.484848,3.3522,11777360.598576,2471.171884,0,58,0,0,0,0,0,0,3
3,7,1710.327273,1706.157895,7.234318,1707,1722,1699,2.703704,5.725249,20,1.503632,14.25,0.148148,0.015152,2.798565,160889892,165931065,729.660545,729.685439,2.004072,728.62,734.11,726.15,0.436852,0.995755,4.78,2.724467,2.5475,0.018519,0.015152,2.810678,29282465.0181,30349299.0539,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,-0.132939,-55.838082,5.508822,0.019855,13.86033,-16.12234,6.297877,5.070294,23.429549,3.451937,6.790499,0.508475,0.363636,3.952794,1791.540332,11777360.598576,0,60,0,0,0,0,0,0,3
3,7,1662.727273,1710.327273,59.336596,1706,1729,1589,4.555556,17.002405,122,1.083814,116,0.018519,0.015152,2.734973,152246534,160889892,729.777091,729.660545,3.041184,730.96,733.87,724.42,0.630185,1.545862,6.56,1.8327,5.615,0.074074,0.015152,2.810678,29292102.568,29282465.0181,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,3.951781,-0.132939,5.795852,4.029727,17.1914,-10.6793,5.845027,5.440303,23.106962,3.290529,6.848678,0.423729,0.121212,3.727194,2918.916365,1791.540332,0,60,0,0,0,0,0,0,3
3,7,1628.857143,1662.727273,41.504623,1607,1690,1583,3.636364,10.57664,67,1.44427,87,0.054545,0.015152,2.869335,148672578,152246534,728.735893,729.777091,4.074266,729,736.63,720.13,0.879455,1.838156,7.63,2.471134,5.91,0.054545,0.015152,2.90331,29740049.0667,29292102.568,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,1.938584,3.951781,5.788498,1.905626,15.6431,-9.487824,6.17319,5.158054,20.128348,2.516968,8.197649,0.482759,0.19697,3.843116,2165.117766,2918.916365,0,59,0,0,0,0,0,0,3
3,7,1694.62963,1628.857143,14.296452,1696,1716,1675,3.773585,7.878016,38,1.640537,32,0.075472,0.015152,2.738094,155086390,148672578,725.859074,728.735893,2.527879,726.02,730.63,722.29,0.427547,1.068385,5.58,2.107559,3.47,0.075472,0.015152,2.738094,28451394.0315,29740049.0667,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,1.847252,1.938584,5.775593,1.96492,15.60093,-11.70989,6.700452,4.737903,20.840098,2.510316,8.712657,0.491525,0.181818,3.991703,2172.831319,2165.117766,0,60,0,0,0,0,0,0,3
3,7,1695.777778,1694.62963,20.331838,1690,1733,1662,4.924528,9.793736,42,2.193169,33,0.09434,0.015152,2.671165,155307672,155086390,723.492037,725.859074,2.107965,723.635,727.7,719.93,0.530566,1.034712,3.84,2.530573,2.9,0.09434,0.015152,2.738094,28266034.7997,28451394.0315,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,1.73204,1.847252,6.391589,0.952619,24.80959,-12.10546,6.862769,6.343674,36.91505,4.786188,7.084954,0.491525,0.378788,3.855313,2590.2896,2172.831319,0,60,0,0,0,0,0,0,3
3,7,1709.672727,1695.777778,15.797391,1711,1740,1683,5.425926,12.481839,57,2.494382,22.75,0.203704,0.015152,2.798565,160777422,155307672,721.819455,723.492037,2.801781,721.75,736.47,717.4,1.111481,2.993034,16.34,14.740654,3.295,0.111111,0.015152,2.798565,28656706.7717,28266034.7997,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,7.297104,1.73204,14.284572,2.540176,45.62317,-17.97879,9.217982,8.650776,38.968804,3.876447,11.955522,0.351852,0.015152,3.311981,13947.271105,2590.2896,0,55,0,0,0,0,0,0,3
3,7,1829.833333,1709.672727,270.278036,1709,2516,1684,33.018868,124.874166,644,4.85603,42,0.037736,0.015152,2.231639,184679323,160777422,803.009074,721.819455,174.078207,723,1338.9,720.59,23.427358,96.464755,617.15,6.089527,2.88,0.037736,0.015152,2.434586,36426543.7131,28656706.7717,0,0,5,0,3,0,0,0,0,0,0,46,0,0,0,0,0,2.756619,7.297104,6.125118,2.498733,16.14282,-9.004568,7.018566,4.883985,22.531286,2.377152,8.8847,0.40678,0.030303,3.738585,2669.444024,13947.271105,0,60,0,0,0,0,0,0,3
3,7,1723.017544,1829.833333,5.896401,1721,1736,1714,1.75,3.960028,14,2.988163,9,0.107143,0.015152,3.049869,169222946,184679323,729.987368,803.009074,4.723687,731.68,735.66,722.36,0.675179,1.718298,11.06,1.585601,10.26,0.017857,0.015152,3.061982,30375498.3494,36426543.7131,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,2.999033,2.756619,6.215366,2.716635,16.61828,-10.74688,6.347504,4.94786,18.561002,2.539482,8.050962,0.423729,0.030303,3.311982,2818.867775,2669.444024,0,60,0,0,0,0,0,0,3
3,7,1812.327273,1723.017544,125.34265,1721,1985,1704,7.555556,34.105644,249,1.258107,249,0.018519,0.030303,2.748179,181497540,169222946,721.271091,729.987368,5.52797,721.19,750.62,715.59,1.734815,5.72169,30.28,15.86183,5.27,0.092593,0.015152,2.798565,28614409.4183,30375498.3494,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,79.157986,2.999033,92.328112,38.17772,251.9061,-12.7881,16.095177,36.632559,213.73542,1.914499,206.540219,0.033898,0.015152,2.096416,878903.54313,2818.867775,0,60,0,0,0,0,0,0,3
3,7,1971.912281,1812.327273,12.266797,1971,1993,1956,3.482143,7.345972,36,1.778413,26,0.107143,0.015152,2.982941,221649395,181497540,717.629298,721.271091,1.486028,717.52,719.8,715.28,0.465179,0.962228,3.47,1.631191,2.37,0.160714,0.015152,3.061982,29354656.8165,28614409.4183,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,23.386476,79.157986,20.999471,30.68773,62.38192,-10.16232,10.127395,8.875597,36.46078,1.590749,37.313088,0.068966,0.015152,2.825999,57845.418444,878903.54313,0,59,0,0,0,0,0,0,3
3,7,1981.036364,1971.912281,13.852348,1984,1997,1952,4.407407,10.017943,44,2.382799,24,0.148148,0.015152,2.773883,215858141,221649395,721.992,717.629298,2.94314,720.53,728.58,718.05,0.822778,1.840388,8.26,1.880397,5.655,0.092593,0.015152,2.798565,28670452.3956,29354656.8165,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,9.327627,23.386476,14.691776,5.371621,47.92067,-11.37945,8.142163,8.337585,41.678327,3.316761,12.576098,0.169492,0.015152,3.0016,17955.326611,57845.418444,0,60,0,0,0,0,0,0,3
3,7,1968.018868,1981.036364,9.062795,1968,1983,1954,3.115385,6.360583,26,2.018711,13,0.134615,0.015152,2.599717,205278479,215858141,721.896038,721.992,2.155731,721.24,728.29,719.39,0.503654,1.298791,7.31,3.85088,3.0075,0.076923,0.015152,2.643013,27620337.7861,28670452.3956,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,4.566727,9.327627,10.204283,1.849262,47.98808,-7.989083,6.710824,6.695666,41.104363,9.297777,6.260896,0.525424,0.030303,3.45673,7394.815221,17955.326611,0,60,0,0,0,0,0,0,3
3,7,2330.254545,1968.018868,614.649229,1961,3333,1946,52.944444,258.906439,1361,2.042062,1360,0.037037,0.015152,2.171168,319055602,205278479,709.469455,721.896038,13.782558,715.14,723.37,681.4,1.659259,5.682584,29.44,2.231016,26.66,0.037037,0.015152,2.798565,27694337.6624,27620337.7861,0,15,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,2.632118,4.566727,5.477088,2.365021,15.50207,-8.665492,6.141559,4.503511,18.68165,2.703529,7.472738,0.542373,0.424242,3.503909,2185.593508,7394.815221,0,60,0,0,0,0,0,0,3
3,7,1952.157895,2330.254545,6.292823,1949,1961,1939,2.125,4.744614,22,1.877041,13,0.142857,0.015152,3.061982,217224683,319055602,716.640877,709.469455,2.341924,717.15,720,711.25,0.553571,1.309842,6.61,3.296216,2.72,0.089286,0.015152,3.061982,29274033.5093,27694337.6624,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,2.121513,2.632118,5.529242,2.185796,15.46176,-10.25299,7.025,5.736266,20.668334,3.174441,5.783001,0.603448,0.363636,3.788887,2038.754099,2185.593508,0,59,0,0,0,0,0,0,3
3,7,1951.963636,1952.157895,10.526798,1950,1976,1936,2.944444,6.519685,33,3.211514,15.25,0.166667,0.015152,2.810678,209564896,217224683,716.946545,716.640877,12.928472,719.29,720.93,623.38,4.052407,18.019365,96.3,51.746787,2.395,0.12963,0.015152,2.798565,28279705.0476,29274033.5093,0,1,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,2.121618,2.121513,5.544082,2.126191,10.9683,-12.39903,6.840911,4.886368,17.366624,2.677629,7.809012,0.576271,0.287879,3.625786,2083.549323,2038.754099,0,60,0,0,0,0,0,0,3
3,7,1948.963636,1951.963636,7.845649,1947,1965,1938,2.611111,5.152089,20,2.510326,12,0.148148,0.015152,2.810678,208918583,209564896,718.059273,716.946545,2.130323,718.58,721.82,714.08,0.701111,1.449334,5.51,2.306854,2.755,0.12963,0.015152,2.773883,28358746.6202,28279705.0476,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,2.502774,2.121618,5.279209,3.198674,17.76236,-7.430684,5.648433,4.108542,18.515902,2.744917,7.748365,0.440678,0.030303,3.968115,2020.165378,2083.549323,0,60,0,0,0,0,0,0,3
3,7,2094.127273,1948.963636,316.470176,1949,2907,1932,37.425926,156.492522,965,4.694931,15,0.037037,0.015152,2.374575,246603579,208918583,794.415636,718.059273,160.884195,721.11,1394.1,716.61,25.349259,104.122984,677.49,6.321344,4.385,0.037037,0.015152,2.173785,36108012.2908,28358746.6202,0,0,5,0,1,0,0,0,0,0,0,49,0,0,0,0,0,0.864114,2.502774,4.494722,0.873945,9.454592,-7.468528,5.688312,3.629978,14.936976,1.93859,7.965295,0.59322,0.090909,3.551088,1236.750548,2020.165378,0,60,0,0,0,0,0,0,3
3,7,1948.982143,2094.127273,15.085804,1946.5,1976,1929,2.454545,5.952958,34,1.968924,31,0.054545,0.015152,2.927992,212730275,246603579,722.217679,794.415636,1.913726,722.37,725.78,717.8,0.476,1.038383,4.2,3.830679,2.235,0.109091,0.015152,2.886682,29209710.4425,36108012.2908,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,2.74393,0.864114,5.930517,2.283717,15.09379,-11.51756,6.412236,4.980695,21.168931,2.578637,8.837215,0.525424,0.045455,3.690097,2526.840108,1236.750548,0,60,0,0,0,0,0,0,3
3,7,1950.924528,1948.982143,16.864675,1941,1977,1930,3.403846,7.613867,35,1.481003,29,0.076923,0.015152,2.582542,201738435,212730275,722.697736,722.217679,1.957568,722.72,726.09,719.92,0.531154,1.097015,4.97,1.564628,3.675,0.115385,0.015152,2.637993,27681676.19,29209710.4425,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,2.95385,2.74393,5.034025,3.733115,15.52822,-7.784012,6.161818,4.254334,22.199854,2.650402,7.347099,0.649123,0.439394,3.688286,1950.523395,2526.840108,0,58,0,0,0,0,0,0,3
3,7,1947.259259,1950.924528,10.732045,1947,1969,1931,3.339623,6.492432,22,2.920243,12,0.09434,0.015152,2.738094,204764310,201738435,720.858333,722.697736,2.553087,721.29,724.35,714.79,0.383774,0.792062,2.88,2.890387,4.13,0.056604,0.015152,2.738094,28060729.2513,27681676.19,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0.166278,2.95385,5.510074,0.158853,14.8933,-10.52267,6.602617,4.60011,18.504425,2.770727,8.120704,0.542373,0.166667,3.913885,1792.952833,1950.523395,0,60,0,0,0,0,0,0,3
3,7,1941.946429,1947.259259,17.381725,1945.5,1968,1893,3.618182,8.365473,48,3.711487,20.5,0.090909,0.015152,2.927992,211201349,204764310,721.561786,720.858333,2.753262,722.445,724.87,714.79,0.630909,1.434109,6.49,3.316779,3.87,0.109091,0.015152,2.90331,29156895.9186,28060729.2513,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,-0.090109,0.166278,5.817405,0.397044,21.40187,-11.7118,6.300083,5.286761,27.397413,4.74592,6.849088,0.482759,0.212121,3.913885,1963.326414,1792.952833,0,59,0,0,0,0,0,0,3
3,7,1882.745455,1941.946429,10.632268,1880,1904,1867,2.740741,5.940539,27,2.542546,13,0.111111,0.015152,2.798565,194966279,211201349,722.739455,721.561786,2.801124,722.71,735.24,718.34,0.855926,2.252436,12.89,8.565058,3.17,0.12963,0.015152,2.810678,28729801.2535,29156895.9186,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,65.403534,-0.090109,45.133233,92.48066,110.7808,-4.009893,8.137043,12.82652,96.70683,1.424818,93.081624,0.016949,0.015152,1.891708,376840.851013,1963.326414,0,60,0,0,0,0,0,0,3
3,7,1874.763636,1882.745455,10.214303,1872,1896,1860,2.425926,5.141771,18,2.35941,13,0.074074,0.015152,2.810678,193316262,194966279,721.699091,722.739455,6.586835,720.87,767.17,716.58,2.137778,8.656811,45.77,42.880433,2.59,0.092593,0.015152,2.810678,28649069.6455,28729801.2535,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,102.990817,65.403534,9.043102,102.85265,122.8724,81.91428,9.944593,8.221678,29.30345,2.56429,10.84758,0.474576,0.060606,3.679208,641251.391103,376840.851013,0,60,0,0,0,0,0,0,3
3,7,1872.192982,1874.763636,10.593864,1868,1891,1858,2.678571,5.77489,21,1.861344,15,0.107143,0.015152,3.061982,199797359,193316262,718.920526,721.699091,4.720782,719.75,723.65,687.21,1.414464,5.963562,34.77,37.090624,2.58,0.053571,0.015152,3.049869,29461511.2237,28649069.6455,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,102.67336,102.990817,9.443085,103.1961,120.1565,76.70604,9.498042,7.877748,32.88236,3.003226,12.67441,0.396552,0.015152,3.480318,627139.276214,641251.391103,0,59,0,0,0,0,0,0,3
3,7,1874.321429,1872.192982,13.749852,1870.5,1900,1858,2.6,6.187203,27,2.193919,16.5,0.018182,0.015152,2.90331,196742924,199797359,720.538571,718.920526,1.293382,720.43,723.09,719.01,0.364,0.891658,3.5,2.126686,1.84,0.109091,0.015152,2.90331,29073938.6494,29461511.2237,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,106.988111,102.67336,10.265664,107.4996,132.6768,81.00291,7.89911,5.531765,32.75988,2.825375,13.537425,0.305085,0.030303,3.241711,693005.005703,627139.276214,0,60,0,0,0,0,0,0,3
3,7,1876.666667,1874.321429,11.914792,1875,1897,1861,3.584906,7.066807,25,1.947773,19,0.169811,0.015152,2.738094,190188924,196742924,717.521481,720.538571,9.652427,718.73,722.7,649.17,3.146415,13.654554,73.53,48.34764,2.23,0.169811,0.015152,2.708896,27806140.1006,29073938.6494,0,1,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,103.583223,106.988111,7.924518,103.47335,119.0366,79.51373,8.461893,6.654137,26.84105,3.54187,9.998155,0.423729,0.060606,3.411577,647474.122214,693005.005703,0,60,0,0,0,0,0,0,3
3,7,1879.464286,1876.666667,10.432405,1880,1893,1861,3.6,6.729152,24,1.90191,19.5,0.127273,0.015152,2.920442,197819602,190188924,721.346071,717.521481,1.754914,721.59,725.85,717.31,0.475273,0.924117,4.26,3.072684,2.33,0.090909,0.015152,2.90331,29139218.0516,27806140.1006,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,103.488726,103.583223,6.751195,104.4612,117.3401,87.43624,7.68828,5.945777,24.11106,2.594595,9.54766,0.5,0.015152,2.737286,591506.644599,647474.122214,0,55,0,0,0,0,0,0,3
3,7,1881.018182,1879.464286,12.138843,1882,1903,1865,3.12963,7.079192,29,1.85892,23,0.111111,0.015152,2.735607,194610574,197819602,723.438,721.346071,2.179401,723.84,728.29,719.38,0.641111,1.526726,8.91,2.650868,2.97,0.111111,0.015152,2.810678,28785196.1801,29139218.0516,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,106.216476,103.488726,7.628322,106.9796,125.4419,87.51649,9.142018,7.088069,28.49541,2.882359,10.20205,0.610169,0.015152,3.436979,680349.666883,591506.644599,0,60,0,0,0,0,0,0,3
3,7,1876.788462,1881.018182,11.211578,1874,1902,1864,3.156863,6.360417,24,3.07889,15,0.098039,0.015152,2.513627,183167827,194610574,725.007115,723.438,3.363162,724.21,744.59,722.15,1.152549,3.687616,19.11,23.308613,1.68,0.098039,0.015152,2.513627,27333613.3563,28785196.1801,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,5.790771,106.216476,14.344168,3.362607,103.2099,-8.927411,8.61728,12.075828,92.47309,36.782885,9.694554,0.491525,0.454545,3.691406,14151.535538,680349.666883,0,60,0,0,0,0,0,0,3
3,7,1883.333333,1876.788462,10.168394,1884,1902,1861,2.377358,5.768703,26,2.980849,13,0.075472,0.015152,2.738094,191540480,183167827,737.023889,725.007115,9.16565,741.75,746.46,722.34,0.913962,2.437467,14.68,1.795796,18.4,0.018868,0.015152,2.738094,29337479.9749,27333613.3563,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,3.791192,5.790771,5.179379,3.63764,14.03974,-7.746917,7.028247,4.672183,21.393637,2.349342,8.219502,0.627119,0.333333,3.34,2445.120128,14151.535538,0,60,0,0,0,0,0,0,3
3,7,2233.8,1883.333333,247.532744,2378,2552,1884,17.759259,68.354772,402,1.476098,493,0.018519,0.015152,2.520676,277751147,191540480,896.09,737.023889,114.071367,969.15,1030,739.62,7.628704,33.653881,236.88,1.451786,228.76,0.018519,0.015152,2.449503,44866413.7953,29337479.9749,0,0,4,0,0,0,0,0,0,0,0,51,0,0,0,0,0,5.211064,3.791192,6.479968,5.604161,16.32183,-9.792692,7.935139,6.092643,23.71513,2.390448,9.163605,0.525424,0.469697,3.757027,4106.720179,2445.120128,0,60,0,0,0,0,0,0,3
3,7,2403.127273,2233.8,20.364325,2405,2424,2371,2.925926,8.361754,47,1.644211,47,0.018519,0.015152,2.810678,317648532,277751147,979.967273,896.09,7.531003,978.38,991.79,967.25,0.933704,2.466223,11.89,1.876364,11.89,0.055556,0.015152,2.773883,52821534.723,44866413.7953,0,0,21,0,0,0,0,0,0,0,0,34,0,0,0,0,0,16.73201,5.211064,26.467512,8.474974,102.8956,-1.926987,8.858143,13.19189,86.02238,7.649793,8.455303,0.087719,0.015152,3.500788,56167.852274,4106.720179,0,58,0,0,0,0,0,0,3
3,8,2118.571429,2403.127273,240.911289,1995,2459,1851,16.290909,55.797475,381,1.150504,507,0.018182,0.015152,2.674788,254539418,317648532,850.665357,979.967273,117.348355,757.58,992.8,737.84,5.755455,27.05866,197.31,1.087981,243.18,0.018182,0.015152,2.582542,41280751.8006,52821534.723,0,0,17,0,0,0,0,0,0,0,0,39,0,0,0,0,0,40.889813,16.73201,71.749078,8.438235,230.8669,-6.49135,11.731139,24.085808,165.51666,4.558248,12.254976,0.033898,0.015152,2.821696,404046.487875,56167.852274,0,60,0,0,0,0,0,0,3
3,8,1836.851852,2118.571429,30.155826,1844,1881,1784,4.867925,11.047168,54,1.848892,56,0.075472,0.015152,2.810678,182245532,254539418,733.929074,850.665357,10.29151,737.07,785.57,716.3,3.368302,9.710638,49.64,12.841332,8.38,0.056604,0.015152,2.649517,29092815.3357,41280751.8006,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,26.73834,40.889813,61.106758,2.722651,180.4224,-10.45576,8.868521,21.655757,163.88763,5.246539,9.331722,0.017857,0.015152,2.811262,249857.520037,404046.487875,0,57,0,0,0,0,0,0,3
3,8,1864.678571,1836.851852,8.922102,1866,1880,1842,1.818182,4.225544,17,4.310421,7,0.127273,0.015152,2.838323,194717844,182245532,720.105893,733.929074,6.503298,719.75,758.35,697.94,2.679636,7.387877,34.83,24.805251,2.23,0.109091,0.015152,2.987285,29041265.9369,29092815.3357,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,91.484384,26.73834,24.69275,96.10619,120.3201,-1.53874,10.836594,10.409992,71.69749,10.426862,13.95607,0.389831,0.015152,3.027002,538137.729458,249857.520037,0,60,0,0,0,0,0,0,3
3,8,1868.660714,1864.678571,5.737522,1867,1881,1862,1.781818,4.276079,19,2.504242,9,0.109091,0.015152,2.90331,195547811,194717844,719.151429,720.105893,1.756904,719.38,722.35,716.02,0.358,0.841358,3.52,2.016642,3.53,0.054545,0.015152,2.886682,28962181.2932,29041265.9369,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,96.910884,91.484384,8.833937,96.73158,120.8909,64.80478,8.126858,6.983234,29.30411,5.076799,11.21394,0.372881,0.075758,3.625786,568107.428515,538137.729458,0,60,0,0,0,0,0,0,3
3,8,2477.4,1868.660714,670.527228,1875,3218,1861,26.981481,179.659793,1322,1.034069,1329,0.018519,0.015152,2.483984,361841857,195547811,707.256545,719.151429,14.222203,718.64,723.27,689.32,1.023519,4.035883,28.73,1.093859,26.8825,0.018519,0.015152,2.798565,27522572.7971,28962181.2932,0,25,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,78.686682,96.910884,36.796793,93.78198,111.7711,-3.931488,8.105824,10.768488,77.88972,3.516594,17.420585,0.050847,0.015152,2.32115,451381.869922,568107.428515,0,60,0,0,0,0,0,0,3
3,8,1867.660714,2477.4,8.079777,1868,1883,1854,2.781818,5.632876,22,2.529114,10,0.163636,0.015152,2.90331,195340357,361841857,720.504107,707.256545,1.573413,720.31,723.23,717.52,0.571091,1.122574,4.09,2.162802,2.42,0.145455,0.015152,2.90331,29071201.5905,27522572.7971,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,2.800479,78.686682,6.961614,3.28294,16.67102,-14.34954,7.292276,5.318348,23.74852,2.650875,9.986817,0.526316,0.106061,3.644227,3217.327231,451381.869922,0,58,0,0,0,0,0,0,3
3,8,1870.963636,1867.660714,16.376319,1864,1905,1855,3.388889,8.274573,45,2.552827,21,0.12963,0.015152,2.735607,192542253,195340357,727.839636,720.504107,20.599598,718.45,783.95,716.21,1.584815,5.803699,38.56,4.696556,2.58,0.018519,0.015152,2.748179,29159194.039,29071201.5905,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,4.038962,2.800479,6.208604,4.718435,15.33546,-13.36761,7.185611,5.647232,23.59059,3.123092,7.962763,0.423729,0.257576,3.804208,3253.051889,3217.327231,0,60,0,0,0,0,0,0,3
3,8,1906.092593,1870.963636,8.351406,1905.5,1923,1895,2.433962,5.216503,27,2.55277,11,0.132075,0.015152,2.738094,196195901,192542253,768.405926,727.839636,10.823837,764.305,820.24,758.06,3.380189,10.029895,57.37,10.646457,14.59,0.09434,0.015152,2.738094,31890383.2568,29159194.039,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,4.604866,4.038962,5.884196,4.797492,16.75182,-10.97117,7.547523,5.565927,21.74619,2.6972,7.70755,0.576271,0.484848,3.753906,3315.08947,3253.051889,0,60,0,0,0,0,0,0,3
3,8,1634.792453,1906.092593,106.293201,1591,1912,1581,7.538462,38.266589,273,4.943439,10.25,0.019231,0.015152,2.634658,142232466,196195901,763.299057,768.405926,1.488278,763.02,766.47,759.3,0.670385,1.466934,6.94,3.710949,1.82,0.173077,0.015152,2.609253,30879264.0185,31890383.2568,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,4.797935,4.604866,4.910043,5.073227,16.67552,-7.82606,5.227088,4.514136,18.327221,2.98272,5.820472,0.368421,0.090909,3.402501,2709.356644,3315.08947,0,58,0,0,0,0,0,0,3
3,8,1592.8,1634.792453,9.915196,1591,1609,1581,3.092593,6.685011,26,1.658132,14,0.166667,0.015152,2.798565,139540960,142232466,767.526182,763.299057,5.926223,768.77,772.65,732.78,2.221481,7.003737,35.99,22.753298,3.35,0.092593,0.015152,2.798565,32402200.674,30879264.0185,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,1.913424,4.797935,5.053081,1.612478,13.72587,-8.062326,5.134114,3.78248,16.911384,2.607732,7.000606,0.40678,0.121212,3.831723,1726.155244,2709.356644,0,60,0,0,0,0,0,0,3
