1.304348e-001 1.376702e-001 4.285669e-001 1.225690e-001 1.227207e-001 1.304348e-001 1.047156e-001 1.922050e-002 4.166473e-001 3.478261e-001 0 1.725434e-001 5.890101e-002 8.670846e-001 1.140602e-001 1.673640e-002 9.010125e-002 0 2.812129e-001 4.318248e-002 3.727191e-001 4.510360e-002 4.613807e-003 4.721030e-002 3.333333e-001 4.666271e-002 4.320187e-001 4.824561e-002 3.623993e-001 2.418681e-001 1 4.626944e-002 8.838128e-002 1.632254e-002 0 0
1.304348e-001 1.376702e-001 4.588276e-001 9.870308e-002 9.292389e-002 1.304348e-001 1.047156e-001 1.998932e-002 3.859575e-001 3.510467e-001 0 1.243821e-001 5.342184e-002 8.873112e-001 1.132118e-001 1.673640e-002 9.395197e-002 1.785714e-002 2.627554e-001 2.997901e-002 3.426488e-001 2.710059e-002 0 2.145923e-002 3.333333e-001 2.529686e-002 4.395360e-001 1.754386e-002 3.843754e-001 3.378713e-001 1 0 2.587857e-001 0 0 0
1.304348e-001 1.376702e-001 3.119864e-001 7.028587e-002 6.710519e-002 1.304348e-001 1.047156e-001 1.268553e-002 3.702942e-001 2.930757e-001 0 1.171988e-001 4.040883e-002 8.311280e-001 1.321568e-001 1.673640e-002 1.407310e-001 0 3.770864e-001 2.487538e-002 4.195022e-001 2.315540e-002 7.689679e-003 1.716738e-002 3.333333e-001 2.545293e-002 4.554843e-001 1.754386e-002 2.301460e-001 2.481319e-001 0 5.465009e-002 1.223612e-001 2.720424e-002 0 0
1.304348e-001 1.376702e-001 4.687731e-001 1.016253e-001 8.926123e-002 1.304348e-001 1.047156e-001 1.460758e-002 3.841595e-001 4.613527e-001 0 1.162976e-001 4.451820e-002 8.970458e-001 4.856797e-002 1.673640e-002 3.521976e-002 0 2.466974e-001 3.244971e-002 3.592524e-001 3.182418e-002 4.613807e-003 2.145923e-002 3.333333e-001 1.450430e-002 4.843444e-001 2.192982e-002 3.981244e-001 2.122997e-001 0 4.626944e-002 4.670517e-002 1.632254e-002 0 0
1.304348e-001 1.376702e-001 4.222666e-001 1.152218e-001 1.132840e-001 1.304348e-001 1.047156e-001 1.806727e-002 3.959959e-001 4.194847e-001 0 1.687619e-001 6.095569e-002 8.368817e-001 4.675591e-002 1.673640e-002 2.867027e-002 0 3.957548e-001 3.945747e-002 4.686185e-001 4.131154e-002 3.075871e-003 3.004292e-002 3.333333e-001 3.339776e-002 5.707551e-001 3.070175e-002 3.497544e-001 2.029434e-001 1 3.084629e-002 2.743799e-002 1.088170e-002 0 0
1.304348e-001 1.376702e-001 4.347102e-001 1.151952e-001 1.127852e-001 1.304348e-001 1.047156e-001 1.345435e-002 3.957487e-001 3.478261e-001 0 1.597834e-001 3.355988e-002 8.862636e-001 4.366109e-002 1.673640e-002 3.672656e-002 0 2.661833e-001 2.626870e-002 3.388867e-001 2.306141e-002 0 1.716738e-002 3.333333e-001 3.255808e-002 4.321317e-001 1.754386e-002 3.796649e-001 2.964518e-001 1 0 1.914755e-001 0 0 0
1.304348e-001 1.376702e-001 4.549154e-001 1.092233e-001 1.074299e-001 1.304348e-001 1.047156e-001 2.229578e-002 3.899343e-001 3.510467e-001 0 1.652034e-001 6.780465e-002 8.723065e-001 3.869553e-002 1.673640e-002 2.751237e-002 0 2.387871e-001 4.717378e-002 3.234993e-001 4.873937e-002 7.689679e-003 5.150215e-002 3.333333e-001 1.723911e-002 3.587143e-001 5.263158e-002 3.836402e-001 2.039344e-001 1 5.465009e-002 3.261280e-002 2.720424e-002 0 0
1.304348e-001 1.376702e-001 4.120854e-001 1.167438e-001 1.133818e-001 1.304348e-001 1.047156e-001 1.383876e-002 4.023523e-001 3.132045e-001 0 1.055487e-001 4.177862e-002 9.020259e-001 3.490717e-002 1.673640e-002 3.299774e-002 0 2.183256e-001 2.767582e-002 3.126262e-001 2.644293e-002 4.613807e-003 2.145923e-002 3.333333e-001 3.597939e-002 4.002781e-001 2.192982e-002 3.408968e-001 2.145755e-001 1 3.301898e-002 4.440909e-002 8.161272e-003 0 0
1.304348e-001 1.376702e-001 3.404487e-001 1.455742e-001 1.385699e-001 1.304348e-001 1.026715e-001 1.336511e-002 4.507336e-001 3.075684e-001 0 1.657551e-001 3.430703e-002 8.748000e-001 1.198267e-001 1.673640e-002 1.323348e-001 0 2.470484e-001 2.163215e-002 3.342821e-001 1.580417e-002 4.696197e-003 2.145923e-002 3.333333e-001 2.038466e-002 3.863486e-001 1.754386e-002 2.653731e-001 2.744880e-001 0 4.668017e-002 1.202856e-001 1.661932e-002 0 0
1.304348e-001 1.376702e-001 4.275771e-001 1.388220e-001 1.383449e-001 1.304348e-001 1.047156e-001 1.383876e-002 4.441609e-001 3.478261e-001 0 1.527336e-001 3.972393e-002 8.851677e-001 1.787135e-001 1.673640e-002 1.356431e-001 0 2.618589e-001 2.462450e-002 3.424179e-001 2.540399e-002 0 1.716738e-002 3.333333e-001 3.285572e-002 4.448097e-001 1.754386e-002 3.525304e-001 2.756194e-001 0 0 1.294232e-001 0 0 0
1.304348e-001 1.376702e-001 3.449809e-001 1.445280e-001 1.418673e-001 1.304348e-001 1.047156e-001 1.383876e-002 4.071117e-001 2.930757e-001 0 1.815562e-001 3.903904e-002 8.880848e-001 1.908838e-001 1.673640e-002 1.456485e-001 0 2.670534e-001 2.708619e-002 2.720831e-001 2.489180e-002 4.613807e-003 2.575107e-002 3.333333e-001 3.306040e-002 3.324235e-001 2.192982e-002 2.729134e-001 3.471833e-001 1 4.626944e-002 2.844449e-001 1.632254e-002 0 0
1.304348e-001 1.376702e-001 3.548164e-001 1.111049e-001 1.200455e-001 1.304348e-001 1.047156e-001 1.499199e-002 3.995175e-001 3.075684e-001 0 1.543881e-001 4.657289e-002 8.742727e-001 1.908276e-001 1.673640e-002 1.923290e-001 0 3.212129e-001 2.940513e-002 3.425793e-001 2.752368e-002 0 1.716738e-002 3.333333e-001 3.810613e-002 4.288473e-001 1.754386e-002 2.815217e-001 2.764335e-001 0 0 1.717537e-001 0 0 0
1.304348e-001 1.376702e-001 4.567379e-001 9.703466e-002 9.430520e-002 1.304348e-001 1.047156e-001 2.152696e-002 3.896222e-001 4.291465e-001 0 1.545957e-001 4.725778e-002 8.871823e-001 2.694712e-001 1.673640e-002 1.999763e-001 0 2.186421e-001 3.227227e-002 3.732603e-001 2.492416e-002 4.613807e-003 2.145923e-002 3.333333e-001 1.361534e-002 4.472302e-001 2.192982e-002 3.791714e-001 2.883467e-001 0 4.626944e-002 1.896970e-001 1.632254e-002 5.882353e-002 0
